city,name,location,airconditioning,freeparking,hairdryer,heating,hostedbyabusiness,kitchen,pool,washer,wifi,roomtype,detailed_location,guests,bedrooms,beds,bathrooms,discountedprice,score,price,reviewnumber,link,air_conditioning,baby_bath,baby_monitor,babysitter_recommendations,baking_sheet,barbecue_utensils,bathtub,beach_essentials,beachfront,bed_linens,bread_maker,breakfast,building_staff,cable_,carbon_monoxide_alarm,changing_table,children,cleaning_before_checkout,coffee_maker,cooking_basics,crib,darkening_shades,dishes_and_silverware,dishwasher,dryer,elevator,essentials,ethernet_connection,extra_pillows_and_blankets,fire_extinguisher,fireplace_guards,first_aid_kit,free_parking_on_premises,free_street_parking,friendly_workspace,game_console,garden_or_backyard,gym,hair_dryer,hangers,heating.1,high_chair,host_greets_you,hot_tub,hot_water,in,indoor_fireplace,iron,keypad,kitchen.1,lake_access,laptop,lock_on_bedroom_door,lockbox,long_term_stays_allowed,luggage_dropoff_allowed,microwave,n_,outlet_covers,oven,pack_,paid_parking_off_premises,paid_parking_on_premises,patio_or_balcony,piano,pocket_wifi,pool.1,private_entrance,private_living_room,refrigerator,room,s_books_and_toys,s_dinnerware,shampoo,shower_gel,single_level_home,ski,smart_lock,smoke_alarm,stair_gates,stove,table_corner_guards,unavailable,washer.1,waterfront,wifi.1,window_guards,reviews,response_time,response_rate,languages
Sydney,ART DECO MOSMAN DREAMMINUTES DRIVE TO BALMORAL ,Mosman,0,0,0,0,0,1,0,1,1,Entire apartment,Mosman,4.0,1,3.0,1,82.0,4.52,90,21.0,http://airbnb.com/rooms/24678181?location=Bangkok%20Thailand&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=3229f25a-4cc5-4c77-82da-dfc3f10b6190,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,1,0,1,0,"['ElizabethOctober 2019Amazing apartment, super clean and functional. Very conveniently located in Mosman on your way to the northern beaches. The hosts are super responsive and ready to help.**', '**MarkSeptember 2019Great place lovey and clean as described.**', '**HelenSeptember 2019Franca and Alessio are great hosts, always very quick to respond, accommodated requests and answered questions. Would definitely stay here again. Thank you!**', '**JeremyAugust 2019This apartment is very clean, there is everything you need to live. The kitchen is full equipped and the bedroom is very comfortable. I recommend that place. You can contact Franca and Alessio any time if you need.**', ""**LiamJune 2019Amazing apartment, great amenities and ease of access. Bus stop to the city is 200m away and when coming home its right outside the apartment. Lots of food a short walk up the road.\n\nLots of equipment provided as well if you prefer to cook a meal yourself.\n\nIt would be awesome if instead of a sliding door, and actual door was used for the bedroom just to block out some more noise from the main road, however it's barely noticable specifically late at night.Amazing apartment, great amenities and ease of access. Bus stop to the city is 200m away and when coming home its right outside the apartment. Lots of food a short walk up the road… read more**"", '**LauraJune 2019Thanks for letting us stay, very clean and modern and everything you need. Location is great for access to the city and a short walk to Mosman. Perfect for a couple of nights. \nThe traffic noise from the main road was louder than expected.**', '**']",within an hour,98,"['English', ' Deutsch', ' Italiano', ' Español']"
Krakau,Sunny apartment  in the center NEW OFFER ,Kraków,0,0,0,0,0,1,0,0,1,Entire apartment,Kraków,5.0,1,3.0,1,30.0,4.82,30,17.0,http://airbnb.com/rooms/37014959?location=Krakau%2C%20Polen&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=95638a3e-ad23-46b8-8f20-e8f603f07ea1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,1,0,1,0,"['EvaldasApril 2020To shortly sum up: \nFirst, Tomasz is wonderful host. Starting form quick responses to messages, exact instructions, and additional information about local places. Regarding the pandemic crisis Tomasz took care and contacted me several times to check if there is something I need or if everything is alright. That care about guest is just an example of how great the host is.\nSecondly, apartment has everything what is needed for comfortable living. During all my stay, I haven’t missed anything. A place is clean, worm and well suited for long stay.\nSurroundings are also worth mentioning. City center, park, river is reachable by foot in 5', '10minutes. Evening bar culture is lively and just outside the corner (but there is no noise in the apartment which is good if you would like to rest). I strongly suggest if you have time to go for a local beer tasting.To shortly sum up: \nFirst, Tomasz is wonderful host. Starting form quick responses to messages, exact instructions, and additional information about local places. Regarding the pan… read more**', '**PranayDecember 2019Amazing apartment neat to city centre.**', '**KatalinDecember 2019This flat is near to the centre, you can cath very easy everything.**', ""**MaciejNovember 2019Pretty amazing place if you consider the location. Close to pretty vibrant Dolnych Młynów (if it's still open "", "" GO!) and the old town. Very responsive and caring host. Ran into some minor issues with the place but he was very helpful. Recommended stay for sure.Pretty amazing place if you consider the location. Close to pretty vibrant Dolnych Młynów (if it's still open "", ' GO!) and the old town. Very responsive and caring host. Ran into som… read more**', '**JulitaOctober 2019A wonderful host, a great apartment, always in touch, everything is fast and mobile. Recommended.**', '**AlexSeptember 2019Everything was great, minor issue with parking was solved by manager quickly.**', '**']",Unknown,Unknown,['Unknown']
New Delhi,"Sanitized per CDC guidelines, 1 BHK & terrace lawn ",Noida,1,0,0,0,0,1,0,0,1,Entire apartment,Noida,4.0,1,2.0,1,32.0,4.95,32,102.0,http://airbnb.com/rooms/2982583?location=New%20Delhi%2C%20Delhi%2C%20India&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=634a4177-24e9-43f3-85d1-e8b48c4a1323,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1,0,"['KelseyFebruary 2020Sumangla was very kind, and her home was lovely. We had some travel issues so our arrival time changed a few times. She was always very understanding and let us check in early unexpectedly. The home is beautiful and has a peaceful garden outside. A hot shower and comfy bed was greatly appreciated after a long day of touring the city. It is a great quiet escape from the buzzing Delhi streets and the neighborhood is very safe. I would highly recommend a stay with Sumangla to anyone!Sumangla was very kind, and her home was lovely. We had some travel issues so our arrival time changed a few times. She was always very understanding and let us check in early unex… read more**', '**LakhvirJanuary 2020Great place to stay, super clean, Mr &Mrs Kapoor was very nice people’s I will definitely stay there again on my next visit**', '**TusharDecember 2019Had an awesome 10 day stay! Place has everything you need and the location is great too! Hosts are extremely helpful and accommodating. Felt like home away from home :)**', '**UshaDecember 2019Amazing hospitality. Very thoughtful with their amenities. This was a very comfortable place to stay. Highly recommend it!**', '**PankajDecember 2019We had wonderful time. This was a pilot to see if we can stay independently in India as we had not done so before. Your hospitality made the test a great success. You provided great tips.  Pooja cooked perfect food to our taste. Parks around provided wonderful outdoor experience. And thoroughly enjoyed your terrace garden ', ' a big highlight. You made our stay perfect. As suggested, some arrangements to move heavy luggages upstairs would be very helpful. \n\nWe sure will return and tell our friends in the US who are looking for similar accommodations.  THANK YOU again and see you soon.**', ""**LindaOctober 2019Sumangla's apartment was perfect for my needs in Noida. As a solo traveler it was a quiet refuge after exploring the busy city. Sumangla was there at every turn to offer comforts and ideas. It was definitely a five star experience. Super clean and tidy plus a beautiful garden right outside the window.  Do not hesitate to stay here.**"", '**']",within an hour,100,"['English', ' हिन्दी', ' ਪੰਜਾਬੀ']"
Montreal,"Bonjour Downtown + free parking, gym, swimpool ",Montréal,1,1,0,0,0,1,0,0,1,Entire apartment,Downtown Montreal,6.0,Studio,3.0,1,63.0,4.27,63,181.0,http://airbnb.com/rooms/19846104?location=Montreal%2C%20Qu%C3%A9bec%2C%20Canada&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=23fa4532-4fb5-498d-9d08-0dd1fc1e8807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],Unknown,Unknown,['Unknown']
Rome,Appartamento con vasca idromassaggio vicino a Campo de' Fiori ,Roma,1,0,0,0,1,1,0,0,1,Entire apartment,Regola,2.0,1,1.0,1,87.0,4.82,87,131.0,http://airbnb.com/rooms/plus/23693366?location=Rome%2C%20Itali%C3%AB&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=14c84292-8def-4b0b-a145-40caa48df1b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['KendalDecember 2019We really enjoyed staying at this very convenient flat! We were able to walk to most of the sights and the host was very responsive.**', ""**GideonNovember 2019This apartment is in a great location. We walked everywhere and didn't need public transportation at all. Plenty of markets and restaurants were only a few steps away. The check in and out process was very easy. Andreas even coordinated a driver to pick us up from the airport. This is an amazing apartment exactly as described. We would definitely stay here again in the future.This apartment is in a great location. We walked everywhere and didn't need public transportation at all. Plenty of markets and restaurants were only a few steps away. The check in… read more**"", ""**Izzy (Yisroel)November 2019I had stayed at Andreas's location for 2 nights while in Rome, and I must say it was an absolute hit. Location, cleanliness, amenities, etc. Everything was spot on. I even had a chance to relax in the Jacuzzi. From all my reservations in Italy to date, this is by far my favorite. I'm hoping that it will be available during my next trip.\n\nAbsolutely recommend! 10/10.\nUnless I'm traveling to Rome during that time, then please leave it available :)\n\nLooking forward to staying again sometime in the future.I had stayed at Andreas's location for 2 nights while in Rome, and I must say it was an absolute hit. Location, cleanliness, amenities, etc. Everything was spot on. I even had a ch… read more**"", '**NickNovember 2019Great stay!! Very kind host and super easy to work with!**', '**NicolasNovember 2019Fantastic stay at Andreas’ place! Bed was very comfortable and the entire apartment was clean and felt luxurious. It’s in a fantastic location for tourists like ourselves, because it was well situated among many highly rated restaurants and all the sites of Rome! Andreas had good communication and was attentive ', ' 5 stars.**', '**AngieOctober 2019Great central location! Apartment was clean. Andreas was a great host.**', '**']",within an hour,100,"['English', ' Français', ' Italiano', ' Español']"
Rome,Maison Latina ,Roma,1,0,0,0,0,1,0,0,1,Entire apartment,San Giovanni,2.0,1,1.0,1,51.0,4.87,56,93.0,http://airbnb.com/rooms/24663173?location=Rome%2C%20Itali%C3%AB&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=6a47a5c1-e6a4-434e-885d-62f47f261508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,"['ColeNovember 2019Flavio was very accommodating and gave us great tips and directions to see all the good spots. He has a nice and clean place that is a few blocks from the metro and several stores.**', '**DavidSeptember 2019Very cool place. Fairly easy to get to and taxi to the popular landmarks. Checkin time was strict and we were not able to request early checkin time, to put our luggage down and explore. But everything did end up working out.**', '**IreneDecember 2019Flavio was very nice and quick to reply every time. He took some time to make some suggestions about places to visit and was very helpful when I had questions. The apartment t is exactly as seen in the pictures and I had a really nice stay.**', '**MarjoleinOctober 2019Very quiet and safe area, three nice restaurants within two minutes walking distance.**', '**多October 20198mins walk to Line A Furio camillo station, Easy access to laundry bar bank, 40mins walk or 20min bus to colosseo, quite convenient. Flavio is very responsive and helpful, gave me many suggestions on my tour and most importantly let me know that Vatican museum is closed on Sunday, otherwise I might miss the tour in Vatican. Great experience.8mins walk to Line A Furio camillo station, Easy access to laundry bar bank, 40mins walk or 20min bus to colosseo, quite convenient. Flavio is very responsive and helpful, gave me… read more**', '**Thebe JoelSeptember 2019Firstly Flavio went out of his way to meet us on our way to the apartment on foot seeing that we came in by metro. This was very thoughtful of him and helped in us not having to end up lost. \n\nHis tips for places to visit, restuarants to eat at and assistance with finding us a cab for a our departure day to the airport came in really handy and showed that he had vast knowledge of the area and city.\n\nThe apartment was spacious enough for 2 with all ameneties except a microwave :( but overall the apartment has all you need to have a comfortable stay. It is also very close to the metro station, restuarants, bars etc.\n\nFlavio was also always available to assist being a text message away at all times.\n\nWe would stay over at Flavio again if we returned to Rome.Firstly Flavio went out of his way to meet us on our way to the apartment on foot seeing that we came in by metro. This was very thoughtful of him and helped in us not having to en… read more**', '**']",within an hour,100,['Unknown']
Rio de Janeiro,ATÉ 40%off  mensal Ao lado do Shopping Leblon ,Leblon,1,0,0,0,0,1,0,0,1,Entire apartment,Leblon,6.0,2,3.0,2,63.0,4.93,72,15.0,http://airbnb.com/rooms/35878645?location=Rio%20de%20Janeiro%2C%20Brazili%C3%AB&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=f33cfff6-a74e-4e0b-9e81-f9b4832200ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['SamMarch 2020Great location.**', '**ThomasJanuary 2020Leo and Archanjo were excellent hosts ', ' punctual and easy to communicate with.  The apartment is exactly as advertised and the location is really hard to beat, easy walking distance to the beach, lagoa, shopping leblon is next door and you are next to the 2 best areas ', ' Leblon and Ipanema,Leo and Archanjo were excellent hosts ', ' punctual and easy to communicate with.  The apartment is exactly as advertised and the location is really hard to beat, easy walking distanc… read more**', '**BrunoFebruary 2020Excelente apartamento, ótimo anfitrião e excelente localização**', '**WaldemarFebruary 2020Muy lindo lugar para quedarse, el departamento es muy comodo!**', '**EliasJanuary 2020Apartamento muito bom, com todas as praticidades necessárias para uma ótima imersão no Leblon. Cerca de 3 quadras da praia. Lugar seguro para andar e frequentar. Os melhores restaurantes cariocas estão próximos, e ainda shoppings e mercados ao lado. Não nos faltou nada. Recomendamos muito.Apartamento muito bom, com todas as praticidades necessárias para uma ótima imersão no Leblon. Cerca de 3 quadras da praia. Lugar seguro para andar e frequentar. Os melhores restau… read more**', '**MarianaDecember 2019El apartamento es amplio, cómodo y muy bien ubicado !!! Frente al Shopping y bien cerca de la playa ! Buen servicio de porteros !! Volvería!**', '**']",within a few hours,99,"['中文 (简体)', ' English', ' Français', ' Deutsch', ' Italiano', ' Português', ' Español']"
Mexico City,Oferta Junio LOFT PB01 (Parque Delta) ,Ciudad de México,0,0,0,0,0,0,0,1,1,Entire loft,Narvarte,2.0,1,1.0,1,21.0,4.62,21,13.0,http://airbnb.com/rooms/43013079?location=Mexico-Stad%2C%20Mexico&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=dcf19f7d-89de-485b-93d1-a87e7d35a790,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,1,0,1,0,"['DenisseJune 2020The lofts are in a good location yet if you have a short stay they won’t give you the passcode to the front door. You will have to wait for the girl who lives there to hear and answer you. We went to get food as right now it’s only take out. We waited at the front door for 15', '20 minutes until I had to call the owner and ask to be let in. Our food was cold by the time we were allowed in. If you just need a place to sleep it’s good. If you are running errands and need to come and go it’s a bit difficult having to wait for someone to allow you in every time. The lofts are clean, mall right on the next street. I was super disappointed by the lack of help at the location itself.**', '**Framcisco MazatlJune 2020Buen lugar, terraza increíble**', '**NataliaJune 2020Espacio adecuado y en buen estado. Cerca de una plaza comercial y de una avenida principal.**', '**Violeta CristinaJune 2020Lugar acogedor, bien iluminado, bastante centrico**', '**VanessaJune 2020Excelente estancia, servicio muy bueno y atención y amabilidad inmejorable.**', '**ValeriaJune 2020Excelente lugar, buena ubicación y seguridad.**', '**']",within an hour,100,"['English', ' Español']"
Sydney,Peaceful garden apartment near beach + city ,Mosman,0,0,0,0,0,0,0,0,1,Entire apartment,Mosman,2.0,1,1.0,1,74.0,4.63,80,19.0,http://airbnb.com/rooms/33890277?location=Bangkok%20Thailand&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=3229f25a-4cc5-4c77-82da-dfc3f10b6190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],Unknown,Unknown,['Unknown']
Montreal,Large bright and comfy apartment + private parking ,Montréal,0,1,0,0,0,1,0,0,1,Entire apartment,Mercier-Hochelaga-Maisonneuve,4.0,2,2.0,1,70.0,4.82,79,65.0,http://airbnb.com/rooms/25805912?location=Montreal%2C%20Qu%C3%A9bec%2C%20Canada&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=cd40a256-0435-4561-8b82-6315c3647b27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['AndrewJanuary 2020A lovely spot conveniently located close to public transport. Would stay here again.**', '**NicholasNovember 2019Great space. Apartment is nicely furnished. Thermostats in every room was very nice. Also washer and dryer in the apartment is great.**', ""**SophieOctober 2019Amazing stay. This was my third Airbnb in Montreal, and I loved it! I ended up booking this somewhat last minute because my original booking fell though, but I'm so glad! Sarah & Antoine's place was impeccably clean, each room has adjustable heat, and ample room for two (but could easily fit 4). Sarah & Antoine were easy to communicate with while we were settling in, and very organized in terms of instructions, check"", 'in and check', 'out. We parked easily in their private parking in the back, and explored all over Montreal for 3 days. The street was beautiful in the fall ', "" we enjoyed taking strolls and seeing the outdoor cats as well. \nWould recommend 100%, and would come back when return to Montreal!Amazing stay. This was my third Airbnb in Montreal, and I loved it! I ended up booking this somewhat last minute because my original booking fell though, but I'm so glad! Sarah & A… read more**"", '**CrystalOctober 2019My husband and I had an amazing stay at Antoine’s place. The apartment was sparkling clean and had clear written instructions on the check out process and things around the house. It was a great location to the subway and walking distance to many local area stores and restaurants. Antoine has very quick responses if we did have a question. Thanks for our great stay!**', '**SolangeOctober 2019They really go above and beyond to make sure you’re comfortable. The location is amazing because there is so much near you, all you have to do is walk and if you want to go downtown the train is only a 7 minute walk away. Can’t beat it!**', '**YvonneOctober 2019Beautiful, comfortable, close to the Metro. We really enjoyed our stay. We had a 2 1/2 year old with us and were all very happy in the space. Antoine has a  clear and fast communication style.**', '**']",within an hour,100,"['English', ' Français', ' Deutsch']"
Krakau,"New Exclusive in Kazimierz, own Garden and Parking ",Kraków,0,1,0,0,1,1,0,0,1,Entire apartment,Kraków,4.0,1,2.0,1,63.0,4.99,76,82.0,http://airbnb.com/rooms/12921729?location=Krakau%2C%20Polen&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=cc3f8eda-e925-496a-a872-c2fd83767093,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,2,1,1,1,0,"[""JerryOctober 2019Magda's Home was very clean, comfortable, bright and roomy. Great location. Highly recommend to anyone traveling to Krakow.**"", '**KaylonnOctober 2019Very stylish apartment in a wonderful quiet location in a beautiful city. Great security and restaurants and sight all close.**', '**AleksOctober 2019Magda is a wonderful host. She is a great communicator and replies right away to any questions or requests. The place is located walking distance to the Schindler Factory in the hart of the Kazimierz as well as Old Town and Wawel. There are plenty of restaurants close by and the apartment has everything you may need for a day stay or several days. I would highly recommend Magda’s place to anyone who is visiting Kraków.**', '**PawelSeptember 2019Amazing place and location ! Loved everything about this place !**', '**ElbertJuly 2019The place was very clean and check', 'in was very straightforward. The included parking space was very convenient as well. The location is fantastic with Old Town to north and the Podgórze region to the south. Plenty to see and do within walking distance.**', '**MargaretJune 2019We had a great stay at Magda’s place. Location is fantastic, this apartment is very stylish, clean and well equipped.**', '**']",within an hour,100,"['English', ' Polski']"
Brussels,Brussels rooftop ,Etterbeek,0,0,0,0,0,1,0,0,1,Entire apartment,Etterbeek,2.0,Studio,1.0,1,57.0,4.38,57,86.0,http://airbnb.com/rooms/22904962?location=Brussels%2C%20Belgium&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=945a8e35-5d2b-4ad8-bf29-3046c7efec60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['StefanieApril 2019Samuel met us at the door to receive our keys, and was very nice and polite. Unfortunately, that was the best part. Upon arrival, there was paper in the toilet and hair clogging the drain when we went to take a shower. The place seems a bit of a mess and unorganized. The reason we booked was for the rooftop view, but scaffolding was on the private balcony and worker men where dragging building utensils on the balcony anywhere from 9am to 8pm at night, so we felt there was little privacy. The curtains do not close, so many times the men were just looking inside. The worker men on the roof drove us mad so we had to leave to get some quiet. The walls are very thin and you can hear EVERYTHING from the neighbors. Samuel is a nice guy but this was not what we expected.Samuel met us at the door to receive our keys, and was very nice and polite. Unfortunately, that was the best part. Upon arrival, there was paper in the toilet and hair clogging th… read more**', '**TrevorJune 2018It is a very small place, however for me and my girlfriend that were only visiting for one day to take in some sights around Brussels it was perfect! Very close to public transport but also close enough to walk to things. Apartment was very clean and he left us some wine and beer in the fridge. Checking in was really easy as was finding the place. Not to mention the great view from. The spacious balcony after a long day of walking around Brussels.It is a very small place, however for me and my girlfriend that were only visiting for one day to take in some sights around Brussels it was perfect! Very close to public transport… read more**', '**EllenMay 2018This was a very cheap place and Samuel was very quick to respond which was great however the place could use a thorough cleaning especially in the bathroom. I have stayed in 30 airbnb rentals and this was the dirtiest one upon arrival.  It was only $50 per night so I decide it was not worth complaining about after a long day of travel but I would expect the toilets to be cleaned, the shelves to be dusted, and the old towel to be removed from the bathroom. I would also expect the pile of old shoes not to be the first thing you see when you arrive in the small studio. The balcony had a great view but the photos do not show that there are rundown particle board shelves on the balcony that are not appeasing to the eye as well as used bottles and an old washing machine being used for a garbage bin that would benefit from cleaning the lid.  The linens for the sofa bed had a small blanket which was not large enough for two people so I would recommend if the apartment is meant for two people to get a queen size duvet and comforter or two duvets/comforters.  If you are able to get past the cleanliness it is in a good location with a good view and we did appreciate the early check in although Samuel was not available to meet us at check in or checkout.  I normally will put minor issues in a private note but I just want people to manage their expectations on the possible cleanliness state of the apartment.  I overlooked the previous review as someone being very particular about cleanliness but she/he was pretty accurate on the condition of the apartment.This was a very cheap place and Samuel was very quick to respond which was great however the place could use a thorough cleaning especially in the bathroom. I have stayed in 30 air… read more**', '**ShaunMarch 2018Loved the place, Samuel was wonderful! Cozy and close to where we wanted to be.**', '**JeremiahMarch 2020Nice place to stay!**', ""**CristinaFebruary 2020The flat was comfy and warm. You have a lot of markets around and the neighbourhood is safe. It's kinda far away from a metro station but you have bus instead which it's fine.**"", '**']",within an hour,100,"['English', ' Français', ' Español']"
Sydney,Fairlight Home with a View ,Fairlight,0,1,0,0,0,1,0,1,1,Private room,Fairlight,2.0,1,1.0,1,30.0,5.0,32,3.0,http://airbnb.com/rooms/43558976?location=Bangkok%20Thailand&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=0746ed99-877e-4f4c-8ed5-bc8b41b462a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,1,0,"['ZinJune 2020Good space with beach view great value**', '**YingJune 2020Denise has been very helpful and is lovely lady.**', '**CarmenJune 2020Denise is a lovely host. We had a great time staying with her in her beautiful home with an amazing view. Close to beach, shops and transport. Highly recommended**', '**']",within a few hours,100,['Unknown']
Seoul,★premium new open★ 나만의 아늑한 영화관 'hidden movie' ,"Jungdong, Wonmigu, Bucheon",1,0,0,0,0,1,0,0,1,Entire condominium,"Jung-dong, Wonmi-gu, Bucheon",4.0,1,2.0,1,58.0,5.0,58,11.0,http://airbnb.com/rooms/43347277?location=Seoul%2C%20Zuid-Korea&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=12139d63-94a2-4c8e-82b8-49293d461710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],Unknown,Unknown,['Unknown']
